player;nationality;position;squad;age;birth_year;value;height;position2;foot;league;games;games_starts;minutes;goals;assists;pens_made;pens_att;goals_per90;assists_per90;goals_assists_per90;goals_pens_per90;goals_assists_pens_per90;shots_total;shots_on_target;shots_free_kicks;shots_on_target_pct;shots_total_per90;shots_on_target_per90;goals_per_shot;goals_per_shot_on_target;passes;passes_pct;passes_total_distance;passes_progressive_distance;blocks;blocked_shots;blocked_shots_saves;blocked_passes;interceptions;touches;dribbles_completed;dribbles;dribbles_completed_pct;LigaRk;CL;WinCL;Season
Simon Kj?¶r;DEN;DF;Atalanta;30;1989;$ 7.000.000,00;191;Defender - Centre-Back;right;Serie A;5;3;292;0;0;0;0;0;0;0;0;0;1;1;0;100;0,31;0,31;0;0;143;91,6;2913;690;11;4;0;7;6;183;0;1;0;3;1;0;201920#
JosÈ Luis Palomino;ARG;DF;Atalanta;29;1990;$ 8.000.000,00;188;Defender - Centre-Back;left;Serie A;30;28;2480;2;1;0;0;0,07;0,04;0,11;0,07;0,11;15;3;0;20;0,54;0,11;0,13;0,67;1318;87,1;23889;6752;58;16;1;42;33;1667;4;6;66,7;3;1;0;201920#
Ruslan Malinovskyi;UKR;MF,FW;Atalanta;26;1993;$ 11.000.000,00;181;Midfielder - Attacking Midfield;left;Serie A;34;12;1535;8;3;0;1;0,47;0,18;0,64;0,47;0,64;78;27;12;34,6;4,57;1,58;0,1;0,3;979;79,6;15367;3870;16;2;0;14;3;1267;60;82;73,2;3;1;0;201920#
Andrea Masiello;ITA;DF;Atalanta;33;1986;$ 1.000.000,00;184;Defender - Centre-Back;right;Serie A;7;7;543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;297;87,2;5426;1662;12;4;0;8;3;358;1;1;100;3;1;0;201920#
Luis Muriel;COL;FW;Atalanta;28;1991;$ 15.000.000,00;179;Forward - Centre-Forward;right;Serie A;34;10;1260;18;1;6;7;1,29;0,07;1,36;0,86;0,93;72;34;9;47,2;5,14;2,43;0,17;0,35;524;71,9;6032;1567;17;0;0;17;4;798;31;62;50;3;1;0;201920#
Mario Pasalic;CRO;MF,FW;Atalanta;24;1995;$ 25.000.000,00;188;Midfielder - Central Midfield;right;Serie A;35;30;2417;9;5;0;0;0,34;0,19;0,52;0,34;0,52;59;17;0;28,8;2,2;0,63;0,15;0,53;1446;88,4;25200;5070;33;7;0;26;20;1735;22;40;55;3;1;0;201920#
Roberto Piccoli;ITA;FW;Atalanta;18;2001;$ 1.000.000,00;190;Forward - Centre-Forward;right;Serie A;1;0;17;0;0;0;0;0;0;0;0;0;1;0;0;0;5,29;0;0;0;6;83,3;78;14;1;0;0;1;0;9;0;0;0;3;1;0;201920#
Marten de Roon;NED;MF;Atalanta;28;1991;$ 19.000.000,00;185;Midfielder - Defensive Midfield;right;Serie A;35;29;2721;2;5;0;0;0,07;0,17;0,23;0,07;0,23;31;6;0;19,4;1,03;0,2;0,06;0,33;2021;87;32673;9743;52;8;0;44;28;2300;12;19;63,2;3;1;0;201920#
Bosko Sutalo;CRO;DF;Atalanta;19;2000;$ 3.000.000,00;188;Defender - Centre-Back;right;Serie A;7;3;280;0;0;0;0;0;0;0;0;0;1;0;0;0;0,32;0;0;0;172;87,2;2485;936;4;0;0;4;4;205;3;4;75;3;1;0;201920#
Adrien Tameze;CMR;MF;Atalanta;25;1994;$ 4.500.000,00;180;Midfielder - Defensive Midfield;right;Serie A;7;2;211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;89,5;3279;754;5;1;0;4;1;217;5;7;71,4;3;1;0;201920#
Rafael Tolai;BRA;DF;Atalanta;28;1990;$ 12.000.000,00;185;Defender - Centre-Back;right;Serie A;33;29;2608;2;6;0;0;0,07;0,21;0,28;0,07;0,28;27;11;0;40,7;0,93;0,38;0,07;0,18;1654;82,4;27185;10122;50;22;1;28;25;1980;16;21;76,2;3;1;0;201920#
Amad TraorÈ;CIV;FW;Atalanta;17;2002;$ 12.000.000,00;173;Forward - Right Winger;left;Serie A;3;0;27;1;0;0;0;3,33;0;3,33;3,33;3,33;1;1;0;100;3,33;3,33;1;1;19;63,2;175;40;0;0;0;0;0;23;2;2;100;3;1;0;201920#
Duv·n Zapata;COL;FW;Atalanta;28;1991;$ 36.000.000,00;189;Forward - Centre-Forward;right;Serie A;28;25;2026;18;6;1;1;0,8;0,27;1,07;0,76;1,02;87;35;0;40,2;3,86;1,55;0,2;0,49;601;76,2;6597;941;24;9;0;15;2;968;32;59;54,2;3;1;0;201920#
Aritz Aduriz;ESP;FW;Athletic Club;38;1981;$ 800,00;181;Forward - Centre-Forward;right;La Liga;14;0;208;1;0;0;1;0,43;0;0,43;0,43;0,43;6;3;0;50;2,6;1,3;0,17;0,33;57;57,9;428;88;0;0;0;0;0;82;2;2;100;11;0;0;201920#
Yeray ?Ålvarez;ESP;DF;Athletic Club;24;1995;$ 24.000.000,00;182;Defender - Centre-Back;right;La Liga;32;32;2810;0;0;0;0;0;0;0;0;0;12;2;0;16,7;0,38;0,06;0;0;1403;81,9;26106;8436;58;23;2;35;34;1817;11;13;84,6;11;0;0;201920#
Mikel Balenziaga;ESP;DF;Athletic Club;31;1988;$ 1.000.000,00;177;Defender - Left-Back;left;La Liga;9;6;563;0;0;0;0;0;0;0;0;0;3;0;0;0;0,48;0;0;0;258;72,9;3272;1457;17;3;0;14;4;317;1;2;50;11;0;0;201920#
Yuri Berchiche;ESP;DF;Athletic Club;29;1990;$ 16.000.000,00;181;Defender - Left-Back;left;La Liga;33;32;2850;2;1;0;0;0,06;0,03;0,09;0,06;0,09;35;9;0;25,7;1,11;0,28;0,06;0,22;1695;79,7;25057;10064;75;5;0;70;22;2079;47;71;66,2;11;0;0;201920#
Ander Capa;ESP;DF;Athletic Club;27;1992;$ 6.000.000,00;175;Defender - Right-Back;right;La Liga;35;32;2872;3;4;0;0;0,09;0,13;0,22;0,09;0,22;17;7;0;41,2;0,53;0,22;0,18;0,43;1598;74,3;20061;8414;56;6;0;50;20;1951;52;76;68,4;11;0;0;201920#
IÒigo Cardoba;ESP;FW;Athletic Club;22;1997;$ 3.000.000,00;180;Forward - Left Winger;left;La Liga;24;21;1442;1;4;0;0;0,06;0,25;0,31;0,06;0,31;25;8;0;32;1,56;0,5;0,04;0,13;458;69;4632;1230;39;1;0;38;10;652;17;32;53,1;11;0;0;201920#
BeÒat Etxebarria;ESP;MF;Athletic Club;32;1987;$ 2.000.000,00;176;Midfielder - Central Midfield;right;La Liga;11;3;394;0;0;0;0;0;0;0;0;0;5;2;0;40;1,14;0,46;0;0;194;83;3422;954;8;1;0;7;3;235;0;1;0;11;0;0;201920#
Dani GarcÌa;ESP;MF;Athletic Club;29;1990;$ 4.000.000,00;179;Midfielder - Central Midfield;right;La Liga;36;33;3029;0;1;0;0;0;0,03;0,03;0;0,03;14;0;0;0;0,42;0;0;0;1471;83,3;26372;5815;52;7;0;45;28;1782;9;11;81,8;11;0;0;201920#
Raul GarcÌa;ESP;MF,FW;Athletic Club;33;1986;$ 4.500.000,00;0;Forward - Centre-Forward;right;La Liga;35;33;2869;15;1;7;7;0,47;0,03;0,5;0,25;0,28;0;0;0;0;0;0;0;0;136;65,4;1867;883;10;1;0;9;3;1366;8;16;50;11;0;0;201920#
Ibai Gamez;ESP;FW;Athletic Club;29;1989;$ 3.000.000,00;178;Forward - Right Winger;right;La Liga;17;6;695;0;0;0;0;0;0;0;0;0;14;5;2;35,7;1,81;0,65;0;0;319;63,3;3386;1245;11;0;0;11;3;400;8;15;53,3;11;0;0;201920#
Kenan Kodro;BIH;FW,MF;Athletic Club;25;1993;$ 80.000,00;188;Forward - Centre-Forward;right;La Liga;12;4;364;1;0;0;0;0,25;0;0,25;0,25;0,25;4;2;1;50;0,99;0,49;0,25;0,5;86;64;661;101;2;0;0;2;1;119;3;3;100;11;0;0;201920#
Larra;ESP;FW,MF;Athletic Club;21;1997;$ 2.000.000,00;180;Forward - Right Winger;right;La Liga;10;2;250;0;0;0;0;0;0;0;0;0;3;1;0;33,3;1,08;0,36;0;0;77;58,4;657;126;5;0;0;5;0;112;3;7;42,9;11;0;0;201920#
IÒigo Lekue;ESP;FW,DF;Athletic Club;26;1993;$ 1.000.000,00;180;Defender - Right-Back;right;La Liga;14;6;623;0;1;0;0;0;0,14;0,14;0;0,14;3;0;0;0;0,43;0;0;0;283;68,9;3283;1060;12;0;0;12;1;388;11;37;29,7;11;0;0;201920#
Unai Lapez;ESP;MF;Athletic Club;23;1995;$ 2.000.000,00;170;Midfielder - Central Midfield;right;La Liga;26;24;1787;1;4;0;0;0,05;0,2;0,25;0,05;0,25;28;9;5;32,1;1,41;0,45;0,04;0,11;1210;83;20814;4227;19;2;0;17;13;1374;19;23;82,6;11;0;0;201920#
Oscar de Marcos;ESP;DF,FW;Athletic Club;30;1989;$ 3.000.000,00;182;Defender - Right-Back;right;La Liga;13;6;541;0;1;0;0;0;0,17;0,17;0;0,17;1;0;0;0;0,17;0;0;0;228;73,7;2740;1031;13;0;0;13;4;275;2;4;50;11;0;0;201920#
IÒigo MartÌnez;ESP;DF;Athletic Club;28;1991;$ 25.000.000,00;182;Defender - Centre-Back;left;La Liga;33;33;2970;1;1;0;0;0,03;0,03;0,06;0,03;0,06;27;4;4;14,8;0,82;0,12;0,04;0,25;1500;79,3;29318;10179;43;16;0;27;26;1904;8;11;72,7;11;0;0;201920#
Iker Muniain;ESP;FW,MF;Athletic Club;26;1992;$ 14.000.000,00;169;Forward - Left Winger;right;La Liga;31;26;2382;5;2;0;0;0,19;0,08;0,26;0,19;0,26;28;13;1;46,4;1,06;0,49;0,18;0,38;1093;82,6;15259;3542;17;0;0;17;10;1358;54;93;58,1;11;0;0;201920#
Unai NuÒez;ESP;DF;Athletic Club;22;1997;$ 16.000.000,00;186;Defender - Centre-Back;right;La Liga;20;16;1572;0;0;0;0;0;0;0;0;0;8;3;0;37,5;0,46;0,17;0;0;682;86,1;15000;4488;30;17;0;13;12;874;6;7;85,7;11;0;0;201920#
Mikel San JosÈ;ESP;MF;Athletic Club;30;1989;$ 4.000.000,00;187;Midfielder - Defensive Midfield;right;La Liga;9;3;359;0;0;0;0;0;0;0;0;0;6;1;0;16,7;1,5;0,25;0;0;125;74,4;1683;490;6;1;0;5;4;176;0;4;0;11;0;0;201920#
Oihan Sancet;ESP;MF;Athletic Club;19;2000;$ 2.000.000,00;188;Midfielder - Attacking Midfield;right;La Liga;17;9;741;1;1;0;0;0,12;0,12;0,24;0,12;0,24;9;5;0;55,6;1,09;0,61;0,11;0,2;208;80,8;2926;477;7;0;0;7;3;313;17;28;60,7;11;0;0;201920#
Mikel Vesga;ESP;MF;Athletic Club;26;1993;$ 2.000.000,00;191;Midfielder - Defensive Midfield;left;La Liga;20;13;1269;0;1;0;0;0;0,07;0,07;0;0,07;14;3;0;21,4;0,99;0,21;0;0;573;78,4;8326;2074;28;6;0;22;19;730;8;14;57,1;11;0;0;201920#
Asier Villalibre;ESP;FW;Athletic Club;21;1997;$ 3.000.000,00;184;Forward - Centre-Forward;left;La Liga;19;5;531;3;0;0;0;0,51;0;0,51;0,51;0,51;17;5;0;29,4;2,88;0,85;0,18;0,6;110;63,6;1025;134;4;0;0;4;0;178;5;11;45,5;11;0;0;201920#
IÒaki Williams;ESP;FW;Athletic Club;25;1994;$ 40.000.000,00;186;Forward - Centre-Forward;right;La Liga;38;34;2939;6;1;1;2;0,18;0,03;0,21;0,15;0,18;45;21;0;46,7;1,38;0,64;0,11;0,24;710;71,8;8050;1365;14;2;0;12;4;1074;50;84;59,5;11;0;0;201920#
Santiago Arias;COL;DF;AtlÈtico Madrid;27;1992;$ 12.000.000,00;177;Defender - Right-Back;right;La Liga;14;11;1076;0;1;0;0;0;0,08;0,08;0;0,08;6;2;0;33,3;0,5;0,17;0;0;653;76,3;8487;3889;28;7;0;21;9;780;4;7;57,1;3;1;0;201920#
Sergio Camello;ESP;FW;AtlÈtico Madrid;18;2001;$ 2.000.000,00;177;Forward - Centre-Forward;right;La Liga;2;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;40;35;11;0;0;0;0;0;8;0;0;0;3;1;0;201920#
Yannick Carrasco;BEL;MF,FW;AtlÈtico Madrid;25;1993;$ 22.000.000,00;181;Forward - Left Winger;both;La Liga;15;6;631;1;2;0;0;0,14;0,29;0,43;0,14;0,43;17;6;1;35,3;2,42;0,86;0,06;0,17;232;75;2708;902;11;0;0;11;5;353;18;33;54,5;3;1;0;201920#
Oscar Clemente;ESP;MF;AtlÈtico Madrid;20;1999;$ 90.000,00;175;Midfielder - Attacking Midfield;left;La Liga;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;100;33;0;1;0;0;1;0;4;0;0;0;3;1;0;201920#
?Ångel Correa;ARG;MF,FW;AtlÈtico Madrid;24;1995;$ 32.000.000,00;171;Forward - Right Winger;right;La Liga;33;22;2061;5;6;0;0;0,22;0,26;0,48;0,22;0,48;44;17;1;38,6;1,92;0,74;0,11;0,29;603;75,3;6249;1531;39;6;0;33;12;942;41;74;55,4;3;1;0;201920#
Diego Costa;ESP;FW;AtlÈtico Madrid;30;1988;$ 14.000.000,00;186;Forward - Centre-Forward;right;La Liga;23;14;1350;5;4;2;3;0,33;0,27;0,6;0,2;0,47;33;8;0;24,2;2,2;0,53;0,09;0,38;366;71;3946;695;14;3;0;11;3;533;15;27;55,6;3;1;0;201920#
Felipe;BRA;DF;AtlÈtico Madrid;30;1989;$ 25.000.000,00;190;Defender - Centre-Back;right;La Liga;25;23;2102;1;0;0;0;0,04;0;0,04;0,04;0,04;20;5;0;25;0,86;0,21;0,05;0,2;887;79,7;14770;5695;29;16;1;13;24;1175;4;5;80;3;1;0;201920#
Joao FÈlix;POR;FW,MF;AtlÈtico Madrid;19;1999;$ 81.000.000,00;180;Forward - Second Striker;both;La Liga;27;21;1745;6;1;0;0;0,31;0,05;0,36;0,31;0,36;64;18;2;28,1;3,3;0,93;0,09;0,33;531;77,2;5830;1604;11;1;0;10;2;772;20;58;34,5;3;1;0;201920#
Mario Hermoso;ESP;DF;AtlÈtico Madrid;24;1995;$ 20.000.000,00;184;Defender - Centre-Back;left;La Liga;17;15;1217;0;0;0;0;0;0;0;0;0;3;2;0;66,7;0,22;0,15;0;0;642;79,6;11693;4763;16;4;0;12;5;763;3;3;100;3;1;0;201920#
HÈctor Herrera;MEX;MF;AtlÈtico Madrid;29;1990;$ 16.000.000,00;180;Midfielder - Central Midfield;right;La Liga;21;12;1123;0;2;0;0;0;0,16;0,16;0;0,16;14;1;0;7,1;1,12;0,08;0;0;777;86,4;11474;4164;28;6;0;22;11;929;16;19;84,2;3;1;0;201920#
Koke;ESP;MF;AtlÈtico Madrid;27;1992;$ 60.000.000,00;176;Midfielder - Central Midfield;right;La Liga;32;30;2698;4;5;0;0;0,13;0,17;0,3;0,13;0,3;23;9;0;39,1;0,77;0,3;0,17;0,44;1752;82;22521;6076;51;9;0;42;22;2054;19;29;65,5;3;1;0;201920#
Thomas Lemar;FRA;MF;AtlÈtico Madrid;23;1995;$ 24.000.000,00;171;Forward - Left Winger;left;La Liga;22;10;925;0;0;0;0;0;0;0;0;0;11;3;3;27,3;1,07;0,29;0;0;405;78,8;5903;1759;18;0;0;18;5;524;21;38;55,3;3;1;0;201920#
Marcos Llorente;ESP;MF,FW;AtlÈtico Madrid;24;1995;$ 16.000.000,00;184;Forward - Second Striker;right;La Liga;29;16;1368;3;3;0;0;0,2;0,2;0,39;0,2;0,39;14;5;0;35,7;0,92;0,33;0,21;0,6;507;77,9;6233;1632;30;5;0;25;6;676;25;33;75,8;3;1;0;201920#
Renan Lodi;BRA;DF;AtlÈtico Madrid;21;1998;$ 31.000.000,00;178;Defender - Left-Back;left;La Liga;32;28;2396;1;2;0;0;0,04;0,08;0,11;0,04;0,11;16;3;0;18,8;0,6;0,11;0,06;0,33;1246;74,3;15853;5561;63;8;0;55;22;1569;14;30;46,7;3;1;0;201920#
JosÈ MarÌa GimÈnez;URU;DF;AtlÈtico Madrid;24;1995;$ 70.000.000,00;185;Defender - Centre-Back;right;La Liga;21;19;1755;0;0;0;0;0;0;0;0;0;11;2;0;18,2;0,56;0,1;0;0;853;88,3;17119;5684;25;9;0;16;9;1040;1;1;100;3;1;0;201920#
?Ålvaro Morata;ESP;FW;AtlÈtico Madrid;26;1992;$ 36.000.000,00;187;Forward - Centre-Forward;right;La Liga;34;25;2098;12;2;2;3;0,51;0,09;0,6;0,43;0,51;64;27;0;42,2;2,75;1,16;0,16;0,37;501;66,9;4502;920;17;3;0;14;4;850;19;33;57,6;3;1;0;201920#
Saul ?ëÌguez;ESP;MF,DF;AtlÈtico Madrid;24;1994;$ 72.000.000,00;184;Midfielder - Central Midfield;left;La Liga;35;35;3072;6;0;2;2;0,18;0;0,18;0,12;0,12;41;8;2;19,5;1,2;0,23;0,1;0,5;1732;79,4;24196;8563;102;17;0;85;22;2170;24;37;64,9;3;1;0;201920#
Thomas Partey;GHA;MF;AtlÈtico Madrid;26;1993;$ 40.000.000,00;185;Midfielder - Defensive Midfield;right;La Liga;35;29;2549;3;0;0;0;0,11;0;0,11;0,11;0,11;31;8;1;25,8;1,09;0,28;0,1;0,38;1704;83;26582;8532;56;9;0;47;28;1990;47;56;83,9;3;1;0;201920#
DarÌo Poveda;ESP;FW;AtlÈtico Madrid;22;1997;$ 25.000,00;187;Forward - Centre-Forward;right;La Liga;1;0;8;0;0;0;0;0;0;0;0;0;1;0;0;0;11,25;0;0;0;4;75;30;0;0;0;0;0;0;6;0;0;0;3;1;0;201920#
Rodrigo Riquelme;ESP;MF;AtlÈtico Madrid;19;2000;$ 2.000.000,00;174;Forward - Right Winger;right;La Liga;1;0;13;0;0;0;0;0;0;0;0;0;1;0;0;0;6,92;0;0;0;3;33,3;21;20;1;0;0;1;0;8;0;0;0;3;1;0;201920#
Manuel S·nchez;ESP;DF;AtlÈtico Madrid;18;2000;$ 8.000.000,00;171;Defender - Left-Back;left;La Liga;5;4;325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;173;78;2207;645;4;0;0;4;2;205;4;11;36,4;3;1;0;201920#
Stefan Savic;MNE;DF;AtlÈtico Madrid;28;1991;$ 20.000.000,00;187;Defender - Centre-Back;right;La Liga;22;22;1980;0;0;0;0;0;0;0;0;0;2;1;0;50;0,09;0,05;0;0;1036;83,4;18915;6717;26;11;0;15;9;1226;4;5;80;3;1;0;201920#
Kieran Trippier;ENG;DF;AtlÈtico Madrid;28;1990;$ 28.000.000,00;173;Defender - Right-Back;right;La Liga;25;23;1979;0;4;0;0;0;0,18;0,18;0;0,18;3;0;2;0;0,14;0;0;0;1309;71,7;17623;8474;47;7;0;40;12;1492;14;21;66,7;3;1;0;201920#
Germ·n Valera;ESP;FW;AtlÈtico Madrid;17;2002;$ 1.000.000,00;170;Forward - Right Winger;left;La Liga;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;50;6;0;0;0;0;0;0;3;0;0;0;3;1;0;201920#
Vitolo;ESP;MF,FW;AtlÈtico Madrid;29;1989;$ 10.000.000,00;185;Forward - Left Winger;right;La Liga;28;11;1227;3;2;0;0;0,22;0,15;0,37;0,22;0,37;17;11;0;64,7;1,25;0,81;0,18;0,27;533;84,2;5982;1654;30;0;0;30;5;737;36;64;56,3;3;1;0;201920#
?†ime Vrsaljko;CRO;DF;AtlÈtico Madrid;27;1992;$ 10.000.000,00;181;Defender - Right-Back;right;La Liga;5;4;362;0;1;0;0;0;0,25;0,25;0;0,25;0;0;0;0;0;0;0;0;169;66,9;1949;901;12;3;0;9;4;212;0;0;0;3;1;0;201920#
Daniel Baier;GER;MF;Augsburg;35;1984;$ 40.000,00;176;Midfielder - Defensive Midfield;right;Bundesliga;23;22;1941;1;0;0;0;0,05;0;0,05;0,05;0,05;16;2;0;12,5;0,74;0,09;0,06;0,5;884;77,4;13902;4043;33;6;0;27;32;1097;11;15;73,3;15;0;0;201920#
Noah Joel Sarenren Bazee;NGA;FW;Augsburg;22;1996;$ 1.500.000,00;183;Forward - Right Winger;right;Bundesliga;10;4;381;1;0;0;0;0,24;0;0,24;0,24;0,24;4;3;0;75;0,94;0,71;0,25;0,33;71;54,9;629;141;5;1;0;4;4;146;8;15;53,3;15;0;0;201920#
